"cocina" "lavanderia" "aireacondicionado" "total" "pct_usodia" "pct_usonoche" "antiguedad" "mora" "llamadas0" "llamadas1" "llamadas2" "llamadas3" "Region1" "Region2" "Region3" "usaapp" "puntopago" "kmm$cluster"
45 68 46 159 0.78 0.22 47 0 0 1 0 0 0 0 1 0 1 1
32 103 9 144 0.76 0.24 48 0 1 0 0 0 0 1 0 1 2 2
51 74 20 145 0.75 0.25 47 0 1 0 0 0 0 0 1 0 3 2
48 50 42 140 0.9 0.1 29 0 0 1 0 0 0 0 1 0 3 1
49 76 54 179 0.75 0.25 52 0 1 0 0 0 0 0 1 0 2 2
39 75 42 156 0.78 0.22 33 0 0 0 1 0 0 0 1 1 2 4
55 62 42 159 0.15 0.85 44 0 0 0 1 0 0 1 0 0 3 4
43 48 43 134 0.94 0.06 23 0 0 0 1 0 0 0 1 0 2 4
45 67 32 144 0.19 0.81 35 0 0 0 1 0 0 1 0 0 1 4
35 112 10 157 0.13 0.87 36 0 1 0 0 0 0 1 0 0 1 2
67 56 45 168 0.87 0.13 26 0 0 0 1 0 0 1 0 0 1 4
42 75 31 148 0.73 0.27 53 0 0 1 0 0 0 1 0 0 1 1
29 111 14 154 0.79 0.21 47 0 1 0 0 0 0 1 0 0 3 2
57 51 40 148 0.93 0.07 23 0 0 1 0 0 1 0 0 0 2 1
73 46 41 160 0.75 0.25 51 0 0 0 1 0 0 0 1 0 1 4
27 108 14 149 0.73 0.27 31 0 1 0 0 0 1 0 0 0 2 2
45 60 30 135 0.88 0.12 39 0 0 1 0 0 0 0 1 1 1 1
27 106 13 146 0.15 0.85 38 0 1 0 0 0 0 1 0 1 1 2
32 72 48 152 0.77 0.23 43 0 0 0 1 0 1 0 0 0 1 4
32 72 38 142 0.72 0.28 53 0 1 0 0 0 1 0 0 0 1 2
36 79 43 158 0.16 0.84 35 0 0 0 1 0 0 1 0 0 3 4
52 70 44 166 0.76 0.24 46 0 0 1 0 0 1 0 0 0 3 1
37 74 55 166 0.78 0.22 49 0 0 1 0 0 0 1 0 0 4 1
50 73 21 144 0.94 0.06 23 0 0 1 0 0 0 0 1 0 1 1
50 76 51 177 0.78 0.22 40 1 1 0 0 0 0 1 0 1 1 4
20 24 10 54 0.3 0.7 48 1 0 0 1 0 0 1 0 0 1 3
46 67 27 140 0.72 0.28 47 0 1 0 0 0 1 0 0 1 2 2
63 64 39 166 0.87 0.13 22 0 0 0 1 0 1 0 0 0 3 4
51 54 43 148 0.71 0.29 55 0 0 1 0 0 0 0 1 1 4 1
30 100 9 139 0.78 0.22 57 0 1 0 0 0 1 0 0 1 3 2
27 108 14 149 0.73 0.27 31 0 1 0 0 0 1 0 0 0 2 2
35 101 15 151 0.77 0.23 58 0 0 1 0 0 0 1 0 0 3 2
35 98 13 146 0.1 0.9 56 0 1 0 0 0 0 1 0 0 2 2
44 55 45 144 0.72 0.28 47 0 0 1 0 0 0 0 1 0 4 1
42 55 37 134 0.89 0.11 27 0 0 1 0 0 0 0 1 0 1 1
42 61 43 146 0.95 0.05 29 0 0 1 0 0 1 0 0 0 1 1
47 56 30 133 0.8 0.2 54 0 0 1 0 0 0 1 0 1 3 1
34 107 14 155 0.71 0.29 57 0 0 1 0 0 1 0 0 0 2 2
47 67 24 138 0.72 0.28 54 1 1 0 0 0 0 0 1 0 1 2
42 66 35 143 0.14 0.86 58 1 0 0 1 0 0 0 1 0 1 4
22 24 14 60 0.23 0.77 54 1 0 0 1 0 0 0 1 1 3 3
28 108 9 145 0.75 0.25 36 0 1 0 0 0 1 0 0 0 3 2
42 60 39 141 0.92 0.08 36 0 0 1 0 0 1 0 0 0 3 1
53 48 44 145 0.78 0.22 47 0 0 0 1 0 0 1 0 0 3 4
49 76 54 179 0.75 0.25 52 0 1 0 0 0 0 0 1 0 2 2
48 52 39 139 0.73 0.27 47 0 0 0 1 0 0 1 0 1 3 4
49 76 30 155 0.14 0.86 44 0 0 0 0 1 0 1 0 0 3 3
45 60 30 135 0.88 0.12 39 0 0 1 0 0 0 0 1 1 1 1
49 49 39 137 0.93 0.07 24 0 0 1 0 0 0 1 0 0 1 1
45 67 32 144 0.19 0.81 35 0 0 0 1 0 0 1 0 0 1 4
39 65 26 130 0.15 0.85 56 1 0 0 1 0 1 0 0 0 1 4
30 103 9 142 0.72 0.28 30 0 1 0 0 0 0 1 0 0 3 2
26 99 12 137 0.13 0.87 35 0 0 1 0 0 0 1 0 1 2 2
34 69 35 138 0.19 0.81 49 1 0 0 1 0 1 0 0 0 3 4
35 104 13 152 0.71 0.29 49 0 1 0 0 0 0 0 1 1 1 2
50 47 34 131 0.7 0.3 40 0 0 1 0 0 0 1 0 1 4 1
48 65 41 154 0.17 0.83 57 1 0 0 0 1 0 1 0 0 1 3
43 65 42 150 0.89 0.11 35 0 0 0 1 0 0 1 0 0 1 4
53 55 45 153 0.73 0.27 43 0 0 0 1 0 0 0 1 0 1 4
47 46 35 128 0.9 0.1 25 0 0 1 0 0 0 1 0 1 2 1
41 46 43 130 0.91 0.09 39 0 0 1 0 0 0 1 0 0 2 1
31 97 10 138 0.73 0.27 44 0 1 0 0 0 1 0 0 0 3 2
45 72 34 151 0.78 0.22 37 0 0 0 1 0 0 1 0 0 2 4
23 26 12 61 0.22 0.78 39 0 0 0 1 0 0 0 1 0 1 3
52 70 44 166 0.76 0.24 46 0 0 1 0 0 1 0 0 0 3 1
35 107 11 153 0.7 0.3 46 0 1 0 0 0 0 0 1 0 1 2
52 79 32 163 0.75 0.25 56 0 0 0 1 0 0 0 1 0 1 4
46 46 20 112 0.88 0.12 40 0 0 1 0 0 0 0 1 0 3 1
37 77 40 154 0.71 0.29 51 0 0 1 0 0 0 0 1 1 3 1
39 68 28 135 0.16 0.84 44 0 0 0 1 0 0 1 0 1 3 4
34 75 47 156 0.72 0.28 47 0 1 0 0 0 0 0 1 0 1 2
50 45 42 137 0.76 0.24 57 0 0 1 0 0 0 1 0 1 3 1
36 76 42 154 0.77 0.23 53 0 1 0 0 0 0 1 0 1 1 2
29 98 12 139 0.73 0.27 32 1 0 1 0 0 1 0 0 1 1 2
22 30 10 62 0.23 0.77 45 1 0 1 0 0 1 0 0 0 3 3
47 62 41 150 0.9 0.1 36 0 0 1 0 0 0 0 1 0 1 1
73 46 41 160 0.75 0.25 51 0 0 0 1 0 0 0 1 0 1 4
45 76 46 167 0.71 0.29 50 0 1 0 0 0 1 0 0 0 1 2
59 47 26 132 0.95 0.05 34 0 0 1 0 0 0 1 0 0 3 1
42 66 35 143 0.14 0.86 58 1 0 0 1 0 0 0 1 0 1 4
37 74 55 166 0.78 0.22 49 0 0 1 0 0 0 1 0 0 4 1
40 71 38 149 0.71 0.29 57 0 1 0 0 0 1 0 0 0 1 2
44 65 28 137 0.15 0.85 37 0 0 0 0 1 0 1 0 0 1 3
46 56 37 139 0.89 0.11 29 0 0 1 0 0 0 0 1 1 1 1
33 105 12 150 0.7 0.3 47 0 1 0 0 0 1 0 0 0 4 2
76 47 39 162 0.72 0.28 44 0 0 0 1 0 1 0 0 0 3 4
40 66 42 148 0.15 0.85 48 1 0 0 1 0 0 1 0 0 1 4
52 51 35 138 0.71 0.29 48 0 0 0 1 0 0 0 1 0 2 4
33 65 25 123 0.8 0.2 57 0 0 0 1 0 1 0 0 0 3 4
35 111 9 155 0.73 0.27 55 0 0 1 0 0 0 0 1 0 2 2
34 70 32 136 0.8 0.2 41 0 0 1 0 0 0 0 1 0 2 1
40 73 20 133 0.73 0.27 45 0 1 0 0 0 1 0 0 0 1 2
35 107 11 153 0.7 0.3 46 0 1 0 0 0 0 0 1 0 1 2
52 57 39 148 0.9 0.1 39 0 0 1 0 0 1 0 0 1 1 1
35 80 22 137 0.74 0.26 55 0 1 0 0 0 1 0 0 0 4 2
51 76 35 162 0.73 0.27 53 0 1 0 0 0 0 0 1 0 1 2
54 67 38 159 0.72 0.28 55 0 0 1 0 0 1 0 0 1 2 1
28 112 13 153 0.73 0.27 50 0 0 1 0 0 0 1 0 1 1 2
20 28 9 57 0.24 0.76 45 1 0 0 0 1 0 1 0 0 2 3
31 97 11 139 0.71 0.29 44 0 1 0 0 0 0 0 1 0 3 2
29 112 13 154 0.17 0.83 37 0 1 0 0 0 0 1 0 1 4 2
52 79 32 163 0.75 0.25 56 0 0 0 1 0 0 0 1 0 1 4
19 29 11 59 0.22 0.78 26 0 0 0 0 1 1 0 0 0 1 3
40 76 36 152 0.72 0.28 25 0 0 1 0 0 0 1 0 1 1 1
47 48 38 133 0.92 0.08 36 0 0 1 0 0 0 1 0 0 1 1
34 76 37 147 0.79 0.21 45 0 1 0 0 0 1 0 0 1 1 2
31 103 15 149 0.12 0.88 51 0 1 0 0 0 1 0 0 0 4 2
46 71 40 157 0.15 0.85 53 1 0 0 1 0 0 1 0 1 1 4
46 56 37 139 0.89 0.11 29 0 0 1 0 0 0 0 1 1 1 1
49 76 54 179 0.75 0.25 52 0 1 0 0 0 0 0 1 0 2 2
46 54 32 132 0.88 0.12 22 0 0 1 0 0 0 1 0 0 1 1
22 30 10 62 0.23 0.77 45 1 0 1 0 0 1 0 0 0 3 3
52 80 32 164 0.74 0.26 29 0 0 1 0 0 1 0 0 0 3 1
49 69 28 146 0.77 0.23 51 0 0 1 0 0 1 0 0 0 1 1
48 52 44 144 0.89 0.11 25 0 0 0 1 0 0 1 0 0 3 4
46 75 49 170 0.71 0.29 46 0 0 1 0 0 1 0 0 0 3 1
25 33 14 72 0.28 0.72 36 1 0 0 1 0 0 1 0 0 1 3
23 28 14 65 0.23 0.77 27 1 0 0 1 0 0 1 0 0 1 3
40 45 42 127 0.74 0.26 42 0 0 1 0 0 0 1 0 0 2 1
34 105 13 152 0.75 0.25 41 0 1 0 0 0 0 1 0 0 4 2
35 95 9 139 0.17 0.83 52 0 1 0 0 0 0 1 0 0 1 2
23 32 9 64 0.24 0.76 54 0 0 0 0 1 0 1 0 0 2 3
63 60 30 153 0.95 0.05 37 0 0 0 1 0 0 0 1 1 2 4
25 97 15 137 0.76 0.24 45 0 0 1 0 0 0 1 0 1 1 2
53 71 44 168 0.7 0.3 52 0 0 1 0 0 0 1 0 1 3 1
45 72 21 138 0.75 0.25 53 0 0 1 0 0 0 0 1 1 1 1
46 67 27 140 0.72 0.28 47 0 1 0 0 0 1 0 0 1 2 2
26 96 10 132 0.75 0.25 57 0 1 0 0 0 1 0 0 0 4 2
47 54 42 143 0.77 0.23 46 0 0 1 0 0 1 0 0 1 3 1
54 60 40 154 0.76 0.24 49 0 0 1 0 0 0 1 0 0 1 1
47 48 33 128 0.77 0.23 46 0 0 0 1 0 0 1 0 0 1 4
36 80 36 152 0.74 0.26 45 0 0 1 0 0 0 0 1 0 2 1
32 66 20 118 0.77 0.23 50 0 0 1 0 0 0 1 0 0 1 1
52 60 30 142 0.76 0.24 47 0 0 1 0 0 1 0 0 0 1 1
36 79 43 158 0.16 0.84 35 0 0 0 1 0 0 1 0 0 3 4
41 61 45 147 0.18 0.82 44 1 0 0 0 1 0 0 1 0 3 3
25 108 9 142 0.73 0.27 43 0 0 1 0 0 0 0 1 0 1 2
38 65 55 158 0.74 0.26 57 0 1 0 0 0 0 0 1 0 1 2
46 54 32 132 0.88 0.12 22 0 0 1 0 0 0 1 0 0 1 1
37 76 22 135 0.72 0.28 46 0 0 1 0 0 0 0 1 0 3 1
51 51 33 135 0.77 0.23 47 0 0 1 0 0 0 1 0 0 1 1
60 47 54 161 0.85 0.15 24 0 0 1 0 0 1 0 0 0 1 1
42 80 42 164 0.1 0.9 45 1 0 0 1 0 0 1 0 1 1 4
20 27 11 58 0.27 0.73 33 0 0 0 1 0 0 1 0 1 2 3
50 50 44 144 0.71 0.29 53 0 0 1 0 0 0 0 1 0 2 1
24 24 14 62 0.22 0.78 46 0 1 0 0 0 0 1 0 1 2 3
44 48 48 140 0.89 0.11 25 0 0 0 1 0 1 0 0 1 3 4
28 105 11 144 0.14 0.86 50 0 1 0 0 0 0 1 0 0 4 2
42 66 35 143 0.14 0.86 58 1 0 0 1 0 0 0 1 0 1 4
53 71 44 168 0.7 0.3 52 0 0 1 0 0 0 1 0 1 3 1
25 109 12 146 0.74 0.26 44 0 0 1 0 0 1 0 0 0 2 2
29 98 15 142 0.73 0.27 29 0 1 0 0 0 1 0 0 0 3 2
32 72 38 142 0.72 0.28 53 0 1 0 0 0 1 0 0 0 1 2
53 72 24 149 0.71 0.29 38 0 0 0 1 0 0 0 1 0 1 4
43 67 33 143 0.71 0.29 56 0 1 0 0 0 0 0 1 0 1 2
29 111 9 149 0.75 0.25 26 0 0 1 0 0 0 0 1 0 4 2
48 65 49 162 0.77 0.23 49 0 0 1 0 0 0 1 0 1 1 1
48 50 42 140 0.9 0.1 29 0 0 1 0 0 0 0 1 0 3 1
25 35 10 70 0.27 0.73 42 1 0 0 0 1 0 1 0 0 2 3
40 61 35 136 0.89 0.11 22 0 0 0 1 0 0 1 0 0 2 4
48 66 24 138 0.74 0.26 47 0 1 0 0 0 0 0 1 1 3 2
27 106 13 146 0.15 0.85 38 0 1 0 0 0 0 1 0 1 1 2
49 49 40 138 0.73 0.27 46 0 0 0 1 0 0 1 0 1 2 4
61 49 41 151 0.94 0.06 32 0 0 1 0 0 0 1 0 0 3 1
49 58 32 139 0.9 0.1 25 0 0 1 0 0 0 1 0 1 1 1
47 71 33 151 0.91 0.09 30 0 0 0 1 0 1 0 0 1 1 4
44 48 48 140 0.89 0.11 25 0 0 0 1 0 1 0 0 1 3 4
42 71 37 150 0.17 0.83 40 0 0 0 1 0 0 1 0 1 3 4
49 64 21 134 0.9 0.1 26 0 0 0 1 0 0 1 0 0 2 4
48 48 41 137 0.88 0.12 32 0 0 1 0 0 0 1 0 1 1 1
52 60 30 142 0.73 0.27 48 0 0 0 1 0 1 0 0 1 1 4
65 60 43 168 0.7 0.3 50 0 0 0 1 0 1 0 0 0 1 4
26 99 10 135 0.11 0.89 49 0 1 0 0 0 0 1 0 0 1 2
28 108 9 145 0.75 0.25 36 0 1 0 0 0 1 0 0 0 3 2
32 112 15 159 0.15 0.85 47 0 1 0 0 0 0 1 0 0 1 2
40 61 35 136 0.89 0.11 22 0 0 0 1 0 0 1 0 0 2 4
35 104 13 152 0.71 0.29 49 0 1 0 0 0 0 0 1 1 1 2
29 112 15 156 0.13 0.87 41 0 1 0 0 0 0 1 0 1 3 2
37 69 21 127 0.77 0.23 42 0 0 1 0 0 0 1 0 1 3 1
26 108 15 149 0.74 0.26 57 0 0 1 0 0 0 1 0 0 1 2
49 49 40 138 0.73 0.27 46 0 0 0 1 0 0 1 0 1 2 4
55 62 45 162 0.8 0.2 47 0 0 1 0 0 0 1 0 1 1 1
29 98 12 139 0.76 0.24 49 0 1 0 0 0 0 0 1 0 3 2
27 106 12 145 0.76 0.24 48 0 1 0 0 0 1 0 0 1 3 2
51 76 42 169 0.79 0.21 43 0 0 1 0 0 0 1 0 0 1 1
55 53 40 148 0.93 0.07 26 0 0 1 0 0 1 0 0 0 1 1
32 72 38 142 0.72 0.28 53 0 1 0 0 0 1 0 0 0 1 2
43 49 44 136 0.94 0.06 36 0 0 1 0 0 0 1 0 1 1 1
47 49 33 129 0.78 0.22 51 0 0 1 0 0 0 1 0 1 4 1
45 56 33 134 0.79 0.21 49 0 0 1 0 0 0 1 0 0 3 1
45 78 47 170 0.94 0.06 23 0 0 1 0 0 1 0 0 0 1 1
40 56 34 130 0.92 0.08 40 0 0 0 1 0 1 0 0 0 3 4
20 22 9 51 0.21 0.79 45 1 0 0 0 1 0 1 0 0 1 3
38 79 21 138 0.77 0.23 50 0 0 0 1 0 0 0 1 0 1 4
39 62 41 142 0.93 0.07 26 0 0 1 0 0 0 0 1 0 1 1
23 34 10 67 0.29 0.71 39 1 0 0 0 1 0 1 0 0 3 3
42 49 40 131 0.9 0.1 29 0 0 1 0 0 1 0 0 0 3 1
26 102 14 142 0.79 0.21 29 0 1 0 0 0 1 0 0 0 1 2
43 49 44 136 0.94 0.06 36 0 0 1 0 0 0 1 0 1 1 1
33 104 12 149 0.79 0.21 54 0 0 1 0 0 0 1 0 0 1 2
45 58 42 145 0.19 0.81 41 0 0 0 1 0 0 1 0 1 1 4
40 51 42 133 0.93 0.07 37 0 0 1 0 0 0 1 0 1 3 1
54 59 32 145 0.75 0.25 58 0 0 1 0 0 1 0 0 1 4 1
50 76 42 168 0.7 0.3 58 0 1 0 0 0 0 0 1 0 1 2
54 51 30 135 0.85 0.15 25 0 0 0 1 0 0 0 1 0 3 4
47 58 35 140 0.85 0.15 27 0 0 1 0 0 0 0 1 0 1 1
40 80 21 141 0.78 0.22 33 0 0 1 0 0 1 0 0 0 3 1
60 58 33 151 0.93 0.07 30 0 0 0 1 0 0 1 0 0 3 4
49 76 54 179 0.75 0.25 52 0 1 0 0 0 0 0 1 0 2 2
47 48 33 128 0.77 0.23 46 0 0 0 1 0 0 1 0 0 1 4
45 55 44 144 0.76 0.24 45 0 0 1 0 0 0 1 0 0 2 1
21 27 10 58 0.3 0.7 25 0 0 0 0 1 1 0 0 0 3 3
21 35 10 66 0.24 0.76 45 1 0 0 0 1 0 1 0 0 3 3
63 53 20 136 0.9 0.1 29 0 0 1 0 0 1 0 0 1 1 1
46 58 29 133 0.71 0.29 54 0 0 0 1 0 0 0 1 1 2 4
40 78 49 167 0.75 0.25 50 0 0 1 0 0 1 0 0 0 1 1
23 26 12 61 0.22 0.78 39 0 0 0 1 0 0 0 1 0 1 3
43 49 44 136 0.94 0.06 36 0 0 1 0 0 0 1 0 1 1 1
36 74 32 142 0.75 0.25 53 0 0 1 0 0 1 0 0 0 3 1
48 66 31 145 0.19 0.81 42 0 0 0 1 0 0 1 0 0 1 4
34 69 35 138 0.19 0.81 49 1 0 0 1 0 1 0 0 0 3 4
44 71 33 148 0.12 0.88 43 1 0 0 1 0 0 1 0 0 1 4
51 54 43 148 0.71 0.29 55 0 0 1 0 0 0 0 1 1 4 1
43 48 43 134 0.94 0.06 23 0 0 0 1 0 0 0 1 0 2 4
34 76 37 147 0.79 0.21 45 0 1 0 0 0 1 0 0 1 1 2
49 47 37 133 0.88 0.12 28 0 0 1 0 0 0 0 1 0 3 1
46 56 37 139 0.74 0.26 49 0 0 1 0 0 0 0 1 0 3 1
26 99 10 135 0.11 0.89 49 0 1 0 0 0 0 1 0 0 1 2
34 79 22 135 0.75 0.25 42 0 0 1 0 0 0 0 1 0 1 1
55 48 35 138 0.95 0.05 31 0 0 1 0 0 0 0 1 0 3 1
45 55 44 144 0.76 0.24 45 0 0 1 0 0 0 1 0 0 2 1
28 108 10 146 0.75 0.25 48 0 0 1 0 0 1 0 0 0 3 2
27 105 12 144 0.12 0.88 53 0 1 0 0 0 0 1 0 0 1 2
27 97 14 138 0.77 0.23 51 0 1 0 0 0 1 0 0 0 1 2
22 30 10 62 0.23 0.77 45 1 0 1 0 0 1 0 0 0 3 3
35 108 13 156 0.75 0.25 34 0 1 0 0 0 0 1 0 1 1 2
49 49 40 138 0.73 0.27 46 0 0 0 1 0 0 1 0 1 2 4
41 77 32 150 0.11 0.89 47 0 0 0 1 0 0 1 0 0 1 4
20 28 9 57 0.24 0.76 45 1 0 0 0 1 0 1 0 0 2 3
22 33 12 67 0.26 0.74 56 0 0 0 0 1 0 1 0 0 1 3
45 72 19 136 0.77 0.23 56 0 1 0 0 0 0 0 1 0 3 2
42 61 30 133 0.78 0.22 58 0 0 0 1 0 0 0 1 0 2 4
49 80 31 160 0.79 0.21 53 1 1 0 0 0 1 0 0 0 3 2
33 112 9 154 0.75 0.25 47 0 1 0 0 0 0 1 0 0 1 2
54 77 47 178 0.71 0.29 52 0 0 1 0 0 1 0 0 0 1 1
34 66 23 123 0.88 0.12 24 0 0 0 1 0 0 1 0 1 1 4
25 35 10 70 0.27 0.73 42 1 0 0 0 1 0 1 0 0 2 3
47 59 29 135 0.88 0.12 28 0 0 1 0 0 0 0 1 0 1 1
41 68 34 143 0.19 0.81 55 1 0 0 0 1 0 1 0 1 4 3
32 102 15 149 0.79 0.21 47 0 0 1 0 0 0 1 0 0 1 2
33 100 14 147 0.76 0.24 40 0 1 0 0 0 1 0 0 0 1 2
39 55 44 138 0.77 0.23 55 0 0 0 1 0 0 0 1 0 1 4
44 71 51 166 0.78 0.22 47 0 0 0 1 0 0 1 0 1 3 4
26 108 15 149 0.74 0.26 57 0 0 1 0 0 0 1 0 0 1 2
29 112 15 156 0.13 0.87 41 0 1 0 0 0 0 1 0 1 3 2
55 62 45 162 0.8 0.2 47 0 0 1 0 0 0 1 0 1 1 1
32 65 43 140 0.71 0.29 48 0 0 1 0 0 0 0 1 0 2 1
53 78 29 160 0.13 0.87 40 0 0 0 1 0 0 1 0 0 4 4
53 65 43 161 0.76 0.24 58 0 0 0 1 0 0 1 0 0 1 4
22 35 12 69 0.29 0.71 31 0 0 0 0 1 1 0 0 1 1 3
21 33 11 65 0.21 0.79 58 0 0 0 0 1 0 1 0 0 2 3
51 55 32 138 0.86 0.14 26 0 0 1 0 0 0 0 1 0 1 1
31 96 14 141 0.18 0.82 35 0 1 0 0 0 0 1 0 1 3 2
27 110 12 149 0.78 0.22 33 0 1 0 0 0 0 1 0 0 1 2
32 102 15 149 0.79 0.21 47 0 0 1 0 0 0 1 0 0 1 2
50 47 34 131 0.7 0.3 40 0 0 1 0 0 0 1 0 1 4 1
51 55 39 145 0.78 0.22 44 0 0 0 1 0 0 1 0 0 2 4
36 65 32 133 0.94 0.06 31 0 0 0 1 0 0 1 0 1 2 4
43 73 36 152 0.75 0.25 50 0 1 0 0 0 1 0 0 1 1 2
28 101 11 140 0.19 0.81 41 0 1 0 0 0 0 1 0 1 1 2
20 34 15 69 0.26 0.74 51 1 0 0 1 0 0 1 0 0 4 3
46 78 30 154 0.78 0.22 54 0 1 0 0 0 0 0 1 0 3 2
45 56 34 135 0.78 0.22 50 0 0 1 0 0 0 0 1 0 1 1
21 33 11 65 0.21 0.79 58 0 0 0 0 1 0 1 0 0 2 3
50 49 30 129 0.74 0.26 48 0 0 1 0 0 0 1 0 0 1 1
30 103 9 142 0.72 0.28 30 0 1 0 0 0 0 1 0 0 3 2
28 98 10 136 0.77 0.23 44 0 1 0 0 0 0 1 0 0 3 2
28 108 9 145 0.75 0.25 36 0 1 0 0 0 1 0 0 0 3 2
47 55 45 147 0.77 0.23 47 0 0 0 1 0 0 1 0 1 4 4
27 108 14 149 0.73 0.27 31 0 1 0 0 0 1 0 0 0 2 2
59 62 42 163 0.14 0.86 43 0 0 0 0 1 0 1 0 1 1 4
59 47 26 132 0.95 0.05 34 0 0 1 0 0 0 1 0 0 3 1
47 51 43 141 0.95 0.05 34 0 0 1 0 0 0 0 1 0 3 1
40 80 21 141 0.78 0.22 33 0 0 1 0 0 1 0 0 0 3 1
34 101 15 150 0.7 0.3 49 0 0 1 0 0 0 0 1 0 3 2
35 76 29 140 0.1 0.9 46 0 0 0 0 1 0 1 0 0 4 3
47 70 26 143 0.79 0.21 55 0 0 1 0 0 1 0 0 0 1 1
20 22 13 55 0.26 0.74 22 0 0 0 0 1 0 1 0 0 2 3
54 55 32 141 0.88 0.12 29 0 0 1 0 0 1 0 0 0 1 1
47 56 41 144 0.78 0.22 50 0 0 1 0 0 1 0 0 0 3 1
56 63 45 164 0.79 0.21 42 0 0 0 1 0 0 1 0 0 1 4
45 78 47 170 0.94 0.06 23 0 0 1 0 0 1 0 0 0 1 1
25 24 14 63 0.26 0.74 24 0 0 0 0 1 0 1 0 1 3 3
44 47 36 127 0.79 0.21 56 0 0 0 1 0 1 0 0 0 1 4
52 76 23 151 0.15 0.85 36 0 0 0 0 1 0 1 0 0 1 3
25 24 14 63 0.26 0.74 24 0 0 0 0 1 0 1 0 1 3 3
35 104 13 152 0.71 0.29 49 0 1 0 0 0 0 0 1 1 1 2
42 49 40 131 0.9 0.1 29 0 0 1 0 0 1 0 0 0 3 1
39 45 37 121 0.77 0.23 40 0 0 1 0 0 0 1 0 1 1 1
52 60 30 142 0.73 0.27 48 0 0 0 1 0 1 0 0 1 1 4
35 111 9 155 0.73 0.27 55 0 0 1 0 0 0 0 1 0 2 2
27 108 14 149 0.73 0.27 31 0 1 0 0 0 1 0 0 0 2 2
43 49 44 136 0.94 0.06 36 0 0 1 0 0 0 1 0 1 1 1
31 97 11 139 0.71 0.29 44 0 1 0 0 0 0 0 1 0 3 2
48 80 41 169 0.73 0.27 49 0 0 1 0 0 0 1 0 0 2 1
39 51 35 125 0.73 0.27 42 0 0 1 0 0 1 0 0 0 2 1
42 49 30 121 0.76 0.24 46 0 0 0 1 0 0 0 1 0 1 4
47 56 41 144 0.78 0.22 50 0 0 1 0 0 1 0 0 0 3 1
21 27 10 58 0.3 0.7 25 0 0 0 0 1 1 0 0 0 3 3
28 110 15 153 0.72 0.28 50 0 0 1 0 0 0 1 0 0 3 2
42 60 39 141 0.92 0.08 36 0 0 1 0 0 1 0 0 0 3 1
48 70 22 140 0.76 0.24 48 0 0 1 0 0 1 0 0 0 1 1
31 107 15 153 0.2 0.8 52 0 1 0 0 0 0 1 0 0 2 2
41 57 36 134 0.77 0.23 52 0 0 1 0 0 1 0 0 0 3 1
20 24 10 54 0.3 0.7 48 1 0 0 1 0 0 1 0 0 1 3
33 101 14 148 0.72 0.28 58 0 0 1 0 0 1 0 0 0 3 2
37 71 25 133 0.71 0.29 41 0 0 1 0 0 0 1 0 1 2 1
35 104 13 152 0.71 0.29 49 0 1 0 0 0 0 0 1 1 1 2
48 52 44 144 0.89 0.11 25 0 0 0 1 0 0 1 0 0 3 4
53 48 40 141 0.72 0.28 54 0 0 1 0 0 0 0 1 0 1 1
33 66 23 122 0.77 0.23 54 0 1 0 0 0 0 1 0 0 1 2
48 52 44 144 0.89 0.11 25 0 0 0 1 0 0 1 0 0 3 4
48 70 22 140 0.76 0.24 48 0 0 1 0 0 1 0 0 0 1 1
29 112 15 156 0.13 0.87 41 0 1 0 0 0 0 1 0 1 3 2
29 111 9 149 0.75 0.25 26 0 0 1 0 0 0 0 1 0 4 2
45 56 29 130 0.15 0.85 46 1 0 0 1 0 0 1 0 0 3 4
51 55 39 145 0.78 0.22 44 0 0 0 1 0 0 1 0 0 2 4
42 78 54 174 0.73 0.27 43 0 1 0 0 0 1 0 0 0 1 2
40 80 21 141 0.78 0.22 33 0 0 1 0 0 1 0 0 0 3 1
54 55 36 145 0.77 0.23 44 0 0 1 0 0 1 0 0 1 1 1
40 51 42 133 0.93 0.07 37 0 0 1 0 0 0 1 0 1 3 1
43 73 36 152 0.75 0.25 50 0 1 0 0 0 1 0 0 1 1 2
41 79 49 169 0.73 0.27 43 0 1 0 0 0 0 0 1 0 3 2
63 57 24 144 0.86 0.14 35 0 0 1 0 0 1 0 0 0 1 1
51 62 40 153 0.72 0.28 57 0 0 1 0 0 1 0 0 0 1 1
19 35 14 68 0.25 0.75 43 1 0 0 1 0 0 1 0 0 1 3
39 65 26 130 0.15 0.85 56 1 0 0 1 0 1 0 0 0 1 4
28 105 11 144 0.14 0.86 50 0 1 0 0 0 0 1 0 0 4 2
25 33 14 72 0.28 0.72 36 1 0 0 1 0 0 1 0 0 1 3
46 67 27 140 0.72 0.28 47 0 1 0 0 0 1 0 0 1 2 2
34 70 32 136 0.8 0.2 41 0 0 1 0 0 0 0 1 0 2 1
44 48 48 140 0.89 0.11 25 0 0 0 1 0 1 0 0 1 3 4
20 25 11 56 0.28 0.72 39 0 0 0 0 1 1 0 0 0 2 3
54 55 31 140 0.77 0.23 57 0 0 0 1 0 0 1 0 1 3 4
51 55 32 138 0.86 0.14 26 0 0 1 0 0 0 0 1 0 1 1
26 97 15 138 0.72 0.28 56 0 1 0 0 0 0 1 0 0 1 2
35 98 13 146 0.1 0.9 56 0 1 0 0 0 0 1 0 0 2 2
