COCINA_ELECTRICA,LAVANDERIA,AIREACONDICIONADO,PCT_USODIA,PCT_USONOCHE,ENMORA,LLAMADASACALLCENTER,REGION,ANTIGUEDAD_CLIENTE,USUARIO_CANAL_DIGITAL,PUNTO_PAGO
51,60,39,0.73,0.27,0,2,1,42,1,1
54,80,23,0.8,0.2,0,0,2,57,1,1
46,56,37,0.74,0.26,0,1,3,49,0,3
42,73,54,0.94,0.06,0,1,1,28,0,1
40,78,49,0.75,0.25,0,1,1,50,0,1
34,69,35,0.19,0.81,1,2,1,49,0,3
24,22,15,0.22,0.78,0,3,2,58,0,2
52,79,45,0.78,0.22,0,0,1,46,0,1
47,60,22,0.13,0.87,1,3,2,56,0,1
54,55,32,0.88,0.12,0,1,1,29,0,1
51,60,39,0.73,0.27,0,2,1,42,1,1
25,108,10,0.16,0.84,0,0,2,48,1,1
44,73,54,0.76,0.24,0,1,1,44,0,3
39,62,37,0.72,0.28,0,1,3,55,0,4
54,55,31,0.77,0.23,0,2,2,57,1,3
33,100,14,0.76,0.24,0,0,1,40,0,1
29,107,12,0.15,0.85,0,0,2,48,0,2
22,34,14,0.2,0.8,0,3,2,32,0,3
30,103,9,0.72,0.28,0,0,2,30,0,3
28,103,15,0.72,0.28,0,0,1,52,0,1
23,26,12,0.22,0.78,0,2,3,39,0,1
43,80,47,0.74,0.26,0,1,3,45,0,3
46,58,29,0.92,0.08,0,2,3,37,1,1
48,51,22,0.89,0.11,0,2,1,35,0,1
20,36,9,0.24,0.76,0,2,2,52,0,3
76,47,39,0.72,0.28,0,2,1,44,0,3
49,73,48,0.7,0.3,0,0,1,50,0,1
51,70,35,0.2,0.8,0,2,2,53,0,2
40,47,35,0.79,0.21,0,1,2,49,0,3
35,112,10,0.13,0.87,0,0,2,36,0,1
42,66,35,0.14,0.86,1,2,3,58,0,1
45,68,39,0.74,0.26,0,2,2,48,0,1
42,49,30,0.76,0.24,0,2,3,46,0,1
31,106,12,0.7,0.3,0,0,3,53,0,3
27,97,14,0.77,0.23,0,0,1,51,0,1
47,46,35,0.9,0.1,0,1,2,25,1,2
32,65,55,0.78,0.22,0,1,3,47,0,1
49,68,50,0.7,0.3,0,1,3,45,0,3
22,35,12,0.29,0.71,0,3,1,31,1,1
31,107,15,0.2,0.8,0,0,2,52,0,2
23,28,14,0.23,0.77,1,2,2,27,0,1
46,49,31,0.89,0.11,0,1,1,37,1,4
42,60,39,0.92,0.08,0,1,1,36,0,3
44,71,33,0.12,0.88,1,2,2,43,0,1
31,107,14,0.74,0.26,0,1,1,58,0,3
29,111,9,0.75,0.25,0,1,3,26,0,4
34,101,15,0.7,0.3,0,1,3,49,0,3
40,46,29,0.9,0.1,0,1,1,27,0,1
40,61,35,0.89,0.11,0,2,2,22,0,2
40,66,42,0.15,0.85,1,2,2,48,0,1
51,70,35,0.2,0.8,0,2,2,53,0,2
53,46,37,0.78,0.22,0,1,1,46,0,4
34,75,47,0.72,0.28,0,0,3,47,0,1
49,66,48,0.78,0.22,0,1,2,50,1,1
34,97,13,0.12,0.88,0,0,2,45,0,3
23,28,14,0.23,0.77,1,2,2,27,0,1
29,112,13,0.17,0.83,0,0,2,37,1,4
37,76,22,0.72,0.28,0,1,3,46,0,3
26,101,15,0.13,0.87,0,0,2,49,0,1
26,99,12,0.13,0.87,0,1,2,35,1,2
44,46,41,0.76,0.24,0,1,1,54,0,1
20,26,9,0.26,0.74,1,1,2,44,1,1
53,72,24,0.71,0.29,0,2,3,38,0,1
41,58,37,0.14,0.86,0,2,2,57,0,3
22,28,10,0.22,0.78,1,3,2,33,0,4
52,79,45,0.78,0.22,0,0,1,46,0,1
20,24,10,0.3,0.7,1,2,2,48,0,1
50,78,54,0.75,0.25,0,1,2,42,1,1
30,103,9,0.72,0.28,0,0,2,30,0,3
47,76,23,0.77,0.23,0,0,1,46,0,3
27,105,12,0.12,0.88,0,0,2,53,0,1
22,29,15,0.22,0.78,1,3,3,26,0,1
20,37,15,0.25,0.75,1,2,2,55,0,2
20,24,15,0.24,0.76,1,3,2,32,0,1
22,28,10,0.22,0.78,1,3,2,33,0,4
49,76,54,0.75,0.25,0,0,3,52,0,2
42,77,55,0.78,0.22,0,1,2,51,0,1
28,98,10,0.1,0.9,0,0,1,49,0,1
47,56,41,0.78,0.22,0,1,1,50,0,3
47,60,22,0.13,0.87,1,3,2,56,0,1
31,96,9,0.71,0.29,0,0,1,50,0,2
48,66,24,0.74,0.26,0,0,3,47,1,3
45,56,36,0.73,0.27,0,2,2,42,0,3
27,106,13,0.15,0.85,0,0,2,38,1,1
54,59,32,0.75,0.25,0,1,1,58,1,4
46,71,40,0.15,0.85,1,2,2,53,1,1
26,108,15,0.74,0.26,0,1,2,57,0,1
47,78,38,0.76,0.24,0,1,3,51,1,3
53,74,22,0.76,0.24,0,0,2,47,0,2
27,108,14,0.73,0.27,0,0,1,31,0,2
34,98,14,0.16,0.84,0,1,1,37,0,1
47,71,33,0.91,0.09,0,2,1,30,1,1
35,65,32,0.1,0.9,0,2,2,45,1,1
42,80,42,0.1,0.9,1,2,2,45,1,1
45,60,29,0.8,0.2,0,1,1,47,0,3
32,72,38,0.72,0.28,0,0,1,53,0,1
37,70,42,0.18,0.82,0,3,2,58,1,1
33,95,10,0.16,0.84,0,1,2,45,0,1
46,78,30,0.78,0.22,0,0,3,54,0,3
24,22,15,0.22,0.78,0,3,2,58,0,2
39,75,42,0.78,0.22,0,2,3,33,1,2
43,45,36,0.86,0.14,0,1,2,26,0,1
31,107,15,0.2,0.8,0,0,2,52,0,2
35,104,15,0.7,0.3,0,1,3,55,0,1
45,72,34,0.78,0.22,0,2,2,37,0,2
34,67,33,0.75,0.25,0,0,1,55,0,1
29,98,15,0.73,0.27,0,0,1,29,0,3
52,79,45,0.78,0.22,0,0,1,46,0,1
42,55,37,0.89,0.11,0,1,3,27,0,1
48,62,32,0.89,0.11,0,1,1,24,1,3
52,51,35,0.71,0.29,0,2,3,48,0,2
22,30,10,0.23,0.77,1,1,1,45,0,3
38,75,25,0.76,0.24,0,1,1,42,0,1
19,35,14,0.25,0.75,1,2,2,43,0,1
48,77,42,0.76,0.24,0,0,1,58,0,1
25,97,15,0.76,0.24,0,1,2,45,1,1
31,103,15,0.12,0.88,0,0,1,51,0,4
46,56,37,0.89,0.11,0,1,3,29,1,1
39,65,26,0.15,0.85,1,2,1,56,0,1
27,103,9,0.74,0.26,0,0,3,35,0,3
49,49,40,0.73,0.27,0,2,2,46,1,2
44,49,37,0.88,0.12,0,2,3,27,1,1
39,51,44,0.72,0.28,0,2,1,55,0,4
49,58,32,0.9,0.1,0,1,2,25,1,1
45,78,47,0.94,0.06,0,1,1,23,0,1
63,60,30,0.95,0.05,0,2,3,37,1,2
50,46,34,0.75,0.25,0,1,1,44,0,3
29,98,12,0.73,0.27,1,1,1,32,1,1
22,29,15,0.22,0.78,1,3,3,26,0,1
44,46,43,0.77,0.23,0,2,2,49,1,1
53,73,41,0.18,0.82,1,3,2,51,0,3
32,102,15,0.79,0.21,0,1,2,47,0,1
60,59,24,0.15,0.85,0,2,2,40,1,1
35,112,10,0.13,0.87,0,0,2,36,0,1
42,60,39,0.92,0.08,0,1,1,36,0,3
46,56,43,0.7,0.3,0,1,1,41,1,2
49,76,54,0.75,0.25,0,0,3,52,0,2
43,51,41,0.91,0.09,0,2,1,36,1,1
41,53,33,0.75,0.25,0,1,2,56,0,1
45,46,44,0.9,0.1,0,1,3,32,1,1
29,112,13,0.17,0.83,0,0,2,37,1,4
47,48,33,0.77,0.23,0,2,2,46,0,1
38,75,25,0.76,0.24,0,1,1,42,0,1
47,68,34,0.73,0.27,0,1,3,57,1,2
39,58,37,0.86,0.14,0,2,3,40,0,1
45,68,46,0.78,0.22,0,1,3,47,0,1
20,25,13,0.29,0.71,0,2,2,36,0,3
31,97,10,0.73,0.27,0,0,1,44,0,3
35,95,9,0.17,0.83,0,0,2,52,0,1
30,103,9,0.72,0.28,0,0,2,30,0,3
19,25,11,0.3,0.7,0,3,2,31,0,1
50,50,44,0.71,0.29,0,1,3,53,0,2
54,67,38,0.72,0.28,0,1,1,55,1,2
52,57,55,0.74,0.26,0,2,1,40,1,2
27,96,14,0.16,0.84,0,0,2,57,0,2
41,79,49,0.73,0.27,0,0,3,43,0,3
52,47,36,0.8,0.2,0,1,3,40,1,1
32,106,10,0.19,0.81,0,0,2,40,1,1
48,77,42,0.76,0.24,0,0,1,58,0,1
46,50,42,0.75,0.25,0,1,2,40,1,2
25,33,14,0.28,0.72,1,2,2,36,0,1
37,76,29,0.17,0.83,1,3,2,37,0,3
36,65,32,0.94,0.06,0,2,2,31,1,2
20,25,11,0.28,0.72,0,3,1,39,0,2
32,100,15,0.72,0.28,1,0,1,55,0,1
30,106,9,0.15,0.85,0,1,2,48,0,2
41,77,25,0.14,0.86,1,2,2,42,0,1
51,55,32,0.86,0.14,0,1,3,26,0,1
38,65,55,0.74,0.26,0,0,3,57,0,1
54,71,28,0.8,0.2,0,1,2,56,0,1
47,48,38,0.92,0.08,0,1,2,36,0,1
57,51,40,0.93,0.07,0,1,1,23,0,2
52,51,35,0.71,0.29,0,2,3,48,0,2
23,26,12,0.22,0.78,0,2,3,39,0,1
47,68,34,0.73,0.27,0,1,3,57,1,2
30,103,9,0.72,0.28,0,0,2,30,0,3
43,65,42,0.89,0.11,0,2,2,35,0,1
48,69,55,0.74,0.26,0,1,1,45,0,2
42,80,38,0.73,0.27,0,1,1,40,0,2
25,33,14,0.28,0.72,1,2,2,36,0,1
51,55,32,0.86,0.14,0,1,3,26,0,1
52,76,23,0.15,0.85,0,3,2,36,0,1
48,66,24,0.74,0.26,0,0,3,47,1,3
25,97,9,0.12,0.88,0,0,2,40,0,1
20,36,9,0.24,0.76,0,2,2,52,0,3
47,48,33,0.77,0.23,0,2,2,46,0,1
45,68,46,0.78,0.22,0,1,3,47,0,1
52,76,23,0.15,0.85,0,3,2,36,0,1
25,25,9,0.21,0.79,1,2,2,28,1,1
55,52,44,0.77,0.23,0,2,2,41,0,2
48,69,55,0.74,0.26,0,1,1,45,0,2
49,66,24,0.73,0.27,0,2,1,43,1,1
37,70,42,0.18,0.82,0,3,2,58,1,1
42,52,42,0.95,0.05,0,1,3,37,0,2
26,102,14,0.79,0.21,0,0,1,29,0,1
28,108,10,0.75,0.25,0,1,1,48,0,3
21,26,9,0.22,0.78,1,3,2,42,0,1
35,105,11,0.72,0.28,0,1,3,26,0,3
59,47,26,0.95,0.05,0,1,2,34,0,3
26,102,14,0.79,0.21,0,0,1,29,0,1
42,80,45,0.77,0.23,0,1,3,47,0,1
22,33,12,0.26,0.74,0,3,2,56,0,1
42,80,45,0.77,0.23,0,1,3,47,0,1
42,80,45,0.77,0.23,0,1,3,47,0,1
51,60,35,0.88,0.12,0,1,3,22,0,1
34,97,13,0.12,0.88,0,0,2,45,0,3
27,106,13,0.15,0.85,0,0,2,38,1,1
41,79,49,0.73,0.27,0,0,3,43,0,3
35,95,9,0.17,0.83,0,0,2,52,0,1
47,48,38,0.92,0.08,0,1,2,36,0,1
38,72,53,0.71,0.29,0,0,1,44,0,3
33,66,28,0.72,0.28,0,0,1,43,0,3
44,65,28,0.15,0.85,0,3,2,37,0,1
55,62,45,0.8,0.2,0,1,2,47,1,1
28,103,15,0.72,0.28,0,0,1,52,0,1
29,111,9,0.75,0.25,0,1,3,26,0,4
27,103,15,0.75,0.25,0,0,2,24,0,3
47,48,33,0.77,0.23,0,2,2,46,0,1
32,100,15,0.72,0.28,1,0,1,55,0,1
45,72,19,0.77,0.23,0,0,3,56,0,3
47,48,33,0.77,0.23,0,2,2,46,0,1
60,55,31,0.72,0.28,0,2,3,55,1,2
25,25,9,0.21,0.79,1,2,2,28,1,1
39,55,44,0.77,0.23,0,2,3,55,0,1
49,76,54,0.75,0.25,0,0,3,52,0,2
55,48,35,0.95,0.05,0,1,3,31,0,3
45,46,44,0.9,0.1,0,1,3,32,1,1
30,106,9,0.15,0.85,0,1,2,48,0,2
36,76,42,0.77,0.23,0,0,2,53,1,1
38,70,23,0.79,0.21,0,0,3,49,1,1
47,58,35,0.85,0.15,0,1,3,27,0,1
31,106,12,0.7,0.3,0,0,3,53,0,3
22,25,11,0.26,0.74,1,2,1,57,1,3
22,29,15,0.22,0.78,1,3,3,26,0,1
52,67,41,0.75,0.25,0,0,1,46,0,3
52,80,32,0.74,0.26,0,1,1,29,0,3
52,68,46,0.8,0.2,1,1,3,56,0,1
27,95,14,0.13,0.87,0,0,2,56,0,1
44,73,54,0.76,0.24,0,1,1,44,0,3
44,47,36,0.79,0.21,0,2,1,56,0,1
52,76,23,0.15,0.85,0,3,2,36,0,1
25,109,12,0.74,0.26,0,1,1,44,0,2
65,60,43,0.7,0.3,0,2,1,50,0,1
28,98,10,0.77,0.23,0,0,2,44,0,3
52,76,23,0.15,0.85,0,3,2,36,0,1
51,76,35,0.73,0.27,0,0,3,53,0,1
48,69,55,0.74,0.26,0,1,1,45,0,2
37,70,42,0.18,0.82,0,3,2,58,1,1
33,95,10,0.16,0.84,0,1,2,45,0,1
28,112,13,0.73,0.27,0,1,2,50,1,1
30,102,15,0.18,0.82,0,0,2,48,0,2
20,37,15,0.25,0.75,1,2,2,55,0,2
40,80,21,0.78,0.22,0,1,1,33,0,3
20,26,9,0.26,0.74,1,1,2,44,1,1
48,60,32,0.77,0.23,0,2,2,45,0,3
65,49,55,0.89,0.11,0,1,2,33,0,3
45,78,47,0.94,0.06,0,1,1,23,0,1
27,106,13,0.15,0.85,0,0,2,38,1,1
45,52,42,0.85,0.15,0,2,3,29,0,1
27,103,15,0.75,0.25,0,0,2,24,0,3
43,49,44,0.94,0.06,0,1,2,36,1,1
39,75,31,0.11,0.89,0,2,2,53,0,1
53,61,39,0.73,0.27,0,2,3,49,0,3
33,105,12,0.7,0.3,0,0,1,47,0,4
46,54,32,0.88,0.12,0,1,2,22,0,1
27,103,15,0.75,0.25,0,0,2,24,0,3
34,79,22,0.75,0.25,0,1,3,42,0,1
35,65,32,0.1,0.9,0,2,2,45,1,1
45,56,33,0.79,0.21,0,1,2,49,0,3
50,50,44,0.71,0.29,0,1,3,53,0,2
20,28,9,0.24,0.76,1,3,2,45,0,2
26,103,15,0.78,0.22,0,1,1,47,0,3
46,78,30,0.78,0.22,0,0,3,54,0,3
45,45,30,0.79,0.21,0,1,2,56,1,1
24,28,11,0.23,0.77,1,2,2,58,0,1
33,112,9,0.75,0.25,0,0,2,47,0,1
40,51,42,0.93,0.07,0,1,2,37,1,3
48,62,31,0.87,0.13,0,1,1,40,0,4
40,46,29,0.9,0.1,0,1,1,27,0,1
34,107,14,0.71,0.29,0,1,1,57,0,2
51,76,42,0.79,0.21,0,1,2,43,0,1
39,51,44,0.72,0.28,0,2,1,55,0,4
21,31,15,0.24,0.76,0,3,2,27,0,3
22,24,14,0.23,0.77,1,2,3,54,1,3
19,35,14,0.25,0.75,1,2,2,43,0,1
45,72,34,0.78,0.22,0,2,2,37,0,2
49,58,32,0.9,0.1,0,1,2,25,1,1
34,75,47,0.72,0.28,0,0,3,47,0,1
32,112,12,0.18,0.82,0,0,3,53,0,2
32,95,10,0.77,0.23,0,0,3,49,0,2
49,69,28,0.77,0.23,0,1,1,51,0,1
28,105,11,0.14,0.86,0,0,2,50,0,4
30,106,10,0.77,0.23,0,0,1,52,1,1
45,45,30,0.79,0.21,0,1,2,56,1,1
44,73,35,0.19,0.81,1,3,2,46,0,1
49,73,54,0.77,0.23,0,1,1,52,1,2
40,80,21,0.78,0.22,0,1,1,33,0,3
36,74,32,0.75,0.25,0,1,1,53,0,3
39,76,23,0.71,0.29,0,0,3,41,0,1
25,106,10,0.76,0.24,0,0,1,38,1,1
27,110,12,0.78,0.22,0,0,2,33,0,1
54,67,38,0.72,0.28,0,1,1,55,1,2
35,112,10,0.13,0.87,0,0,2,36,0,1
39,76,23,0.71,0.29,0,0,3,41,0,1
31,107,14,0.74,0.26,0,1,1,58,0,3
45,46,44,0.9,0.1,0,1,3,32,1,1
30,102,15,0.18,0.82,0,0,2,48,0,2
27,106,13,0.8,0.2,0,0,2,38,0,3
52,57,39,0.9,0.1,0,1,1,39,1,1
40,61,40,0.71,0.29,0,1,1,56,0,3
55,48,35,0.95,0.05,0,1,3,31,0,3
32,95,10,0.77,0.23,0,0,3,49,0,2
28,110,15,0.72,0.28,0,1,2,50,0,3
34,70,32,0.8,0.2,0,1,3,41,0,2
42,60,39,0.92,0.08,0,1,1,36,0,3
31,96,9,0.71,0.29,0,0,1,50,0,2
70,49,48,0.92,0.08,0,1,2,37,1,2
26,108,15,0.74,0.26,0,1,2,57,0,1
45,45,30,0.79,0.21,0,1,2,56,1,1
30,106,10,0.77,0.23,0,0,1,52,1,1
43,55,39,0.9,0.1,0,1,1,39,0,3
51,54,43,0.71,0.29,0,1,3,55,1,4
24,22,15,0.22,0.78,0,3,2,58,0,2
47,70,26,0.79,0.21,0,1,1,55,0,1
52,67,41,0.75,0.25,0,0,1,46,0,3
70,49,48,0.92,0.08,0,1,2,37,1,2
35,108,13,0.75,0.25,0,0,2,34,1,1
64,52,51,0.79,0.21,0,2,2,44,1,1
23,32,9,0.24,0.76,0,3,2,54,0,2
55,53,40,0.93,0.07,0,1,1,26,0,1
46,54,32,0.88,0.12,0,1,2,22,0,1
51,61,38,0.71,0.29,0,1,1,57,0,1
36,65,32,0.94,0.06,0,2,2,31,1,2
20,28,9,0.24,0.76,1,3,2,45,0,2
28,105,11,0.14,0.86,0,0,2,50,0,4
54,59,28,0.94,0.06,0,1,1,39,1,3
28,108,10,0.75,0.25,0,1,1,48,0,3
42,49,30,0.76,0.24,0,2,3,46,0,1
62,59,45,0.19,0.81,0,3,2,51,0,3
40,61,40,0.71,0.29,0,1,1,56,0,3
60,66,29,0.87,0.13,1,3,2,34,1,3
37,71,45,0.74,0.26,0,1,3,45,0,1
46,56,37,0.74,0.26,0,1,3,49,0,3
47,56,41,0.78,0.22,0,1,1,50,0,3
45,68,39,0.74,0.26,0,2,2,48,0,1
66,52,55,0.79,0.21,0,2,1,58,0,3
25,97,9,0.12,0.88,0,0,2,40,0,1
28,101,11,0.19,0.81,0,0,2,41,1,1
40,78,49,0.75,0.25,0,1,1,50,0,1
63,60,30,0.95,0.05,0,2,3,37,1,2
52,68,46,0.8,0.2,1,1,3,56,0,1
52,70,44,0.76,0.24,0,1,1,46,0,3
44,52,33,0.71,0.29,0,1,1,47,0,2
25,109,12,0.74,0.26,0,1,1,44,0,2
27,100,9,0.15,0.85,0,0,2,51,0,1
27,97,14,0.77,0.23,0,0,3,29,0,3
39,75,42,0.78,0.22,0,2,3,33,1,2
21,33,11,0.21,0.79,0,3,2,58,0,2
30,100,9,0.78,0.22,0,0,1,57,1,3
32,112,15,0.15,0.85,0,0,2,47,0,1
52,80,46,0.79,0.21,0,0,2,50,1,1
49,73,43,0.12,0.88,1,2,2,53,0,3
26,101,15,0.13,0.87,0,0,2,49,0,1
43,60,41,0.73,0.27,0,2,1,56,1,3
33,105,12,0.7,0.3,0,0,1,47,0,4
38,67,47,0.76,0.24,0,1,3,42,1,3
32,100,15,0.72,0.28,1,0,1,55,0,1
33,101,14,0.72,0.28,0,1,1,58,0,3
40,73,20,0.73,0.27,0,0,1,45,0,1
37,69,21,0.77,0.23,0,1,2,42,1,3
50,73,53,0.71,0.29,0,1,1,55,0,2
49,69,28,0.77,0.23,0,1,1,51,0,1
37,71,25,0.71,0.29,0,1,2,41,1,2
25,108,10,0.16,0.84,0,0,2,48,1,1
48,52,39,0.73,0.27,0,2,2,47,1,3
44,54,41,0.71,0.29,0,1,1,56,0,2
27,106,12,0.76,0.24,0,0,1,48,1,3
42,49,30,0.76,0.24,0,2,3,46,0,1
44,66,48,0.78,0.22,0,1,2,47,0,3
51,60,39,0.73,0.27,0,2,1,42,1,1
27,96,14,0.16,0.84,0,0,2,57,0,2
39,62,41,0.93,0.07,0,1,3,26,0,1
39,45,37,0.77,0.23,0,1,2,40,1,1
49,47,37,0.88,0.12,0,1,3,28,0,3
29,107,12,0.15,0.85,0,0,2,48,0,2
33,72,38,0.78,0.22,0,1,2,43,0,3
25,109,12,0.74,0.26,0,1,1,44,0,2
71,48,22,0.88,0.12,0,2,2,29,0,3
53,80,53,0.72,0.28,0,1,3,47,0,1
45,49,31,0.94,0.06,0,2,1,32,0,1
53,80,53,0.72,0.28,0,1,3,47,0,1
49,73,54,0.77,0.23,0,1,1,52,1,2
45,67,32,0.19,0.81,0,2,2,35,0,1
39,46,45,0.9,0.1,0,1,2,31,0,3
39,75,42,0.78,0.22,0,2,3,33,1,2
25,109,12,0.74,0.26,0,1,1,44,0,2
45,78,47,0.94,0.06,0,1,1,23,0,1
30,103,9,0.72,0.28,0,0,2,30,0,3
34,70,32,0.8,0.2,0,1,3,41,0,2
35,108,9,0.12,0.88,0,0,2,34,1,3
20,24,10,0.3,0.7,1,2,2,48,0,1
51,76,40,0.77,0.23,0,1,2,43,0,1
33,105,12,0.7,0.3,0,0,1,47,0,4
49,49,40,0.73,0.27,0,2,2,46,1,2
47,70,26,0.79,0.21,0,1,1,55,0,1
40,58,34,0.78,0.22,0,1,2,47,0,3
51,51,33,0.77,0.23,0,1,2,47,0,1
26,96,14,0.76,0.24,0,1,1,42,1,3
46,58,42,0.89,0.11,0,2,1,28,0,3
46,46,20,0.88,0.12,0,1,3,40,0,3
31,96,14,0.18,0.82,0,0,2,35,1,3
47,58,35,0.85,0.15,0,1,3,27,0,1
47,78,38,0.76,0.24,0,1,3,51,1,3
42,78,54,0.73,0.27,0,0,1,43,0,1
27,105,12,0.12,0.88,0,0,2,53,0,1
51,62,34,0.89,0.11,0,1,1,25,0,1
45,47,35,0.79,0.21,0,2,3,44,1,2
35,96,10,0.1,0.9,0,1,2,58,1,1
49,49,39,0.93,0.07,0,1,2,24,0,1
40,58,34,0.78,0.22,0,1,2,47,0,3
35,111,9,0.73,0.27,0,1,3,55,0,2
49,69,28,0.77,0.23,0,1,1,51,0,1
52,78,36,0.79,0.21,0,2,1,52,0,2
51,60,39,0.73,0.27,0,2,1,42,1,1
50,73,21,0.94,0.06,0,1,3,23,0,1
33,105,12,0.7,0.3,0,0,1,47,0,4
45,72,34,0.78,0.22,0,2,2,37,0,2
28,99,14,0.74,0.26,0,0,3,32,0,1
28,101,13,0.77,0.23,0,1,2,55,0,1
40,49,37,0.8,0.2,0,1,1,52,0,2
20,25,13,0.29,0.71,0,2,2,36,0,3
40,47,35,0.79,0.21,0,1,2,49,0,3
26,101,15,0.13,0.87,0,0,2,49,0,1
19,22,14,0.22,0.78,0,2,2,36,0,2
44,46,41,0.76,0.24,0,1,1,54,0,1
43,54,36,0.93,0.07,0,1,2,24,1,2
40,66,42,0.15,0.85,1,2,2,48,0,1
45,45,30,0.79,0.21,0,1,2,56,1,1
36,76,42,0.77,0.23,0,0,2,53,1,1
19,37,10,0.22,0.78,0,2,2,53,0,1
55,61,38,0.74,0.26,0,1,1,54,0,2
61,49,41,0.94,0.06,0,1,2,32,0,3
52,67,41,0.75,0.25,0,0,1,46,0,3
29,111,9,0.75,0.25,0,1,3,26,0,4
46,71,40,0.15,0.85,1,2,2,53,1,1
39,55,44,0.77,0.23,0,2,3,55,0,1
40,56,34,0.92,0.08,0,2,1,40,0,3
45,68,46,0.78,0.22,0,1,3,47,0,1
45,76,46,0.71,0.29,0,0,1,50,0,1
49,76,30,0.79,0.21,0,1,1,47,0,1
45,49,31,0.94,0.06,0,2,1,32,0,1
26,108,15,0.74,0.26,0,1,2,57,0,1
48,52,44,0.89,0.11,0,2,2,25,0,3
44,65,28,0.15,0.85,0,3,2,37,0,1
21,35,10,0.24,0.76,1,3,2,45,0,3
52,60,30,0.73,0.27,0,2,1,48,1,1
21,30,13,0.26,0.74,0,3,2,45,0,1
48,51,41,0.86,0.14,0,2,1,36,0,1
47,54,42,0.77,0.23,0,1,1,46,1,3
43,76,21,0.77,0.23,0,1,1,47,0,2
49,73,48,0.7,0.3,0,0,1,50,0,1
33,66,28,0.72,0.28,0,0,1,43,0,3
44,73,54,0.76,0.24,0,1,1,44,0,3
52,67,41,0.75,0.25,0,0,1,46,0,3
29,112,15,0.13,0.87,0,0,2,41,1,3
39,45,37,0.77,0.23,0,1,2,40,1,1
53,55,45,0.73,0.27,0,2,3,43,0,1
55,62,45,0.8,0.2,0,1,2,47,1,1
37,71,45,0.74,0.26,0,1,3,45,0,1
39,46,45,0.9,0.1,0,1,2,31,0,3
59,62,42,0.14,0.86,0,3,2,43,1,1
27,106,12,0.76,0.24,0,0,1,48,1,3
39,65,26,0.15,0.85,1,2,1,56,0,1
55,47,43,0.73,0.27,0,1,3,43,0,1
28,110,15,0.72,0.28,0,1,2,50,0,3
46,54,32,0.88,0.12,0,1,2,22,0,1
29,95,10,0.78,0.22,0,1,2,22,1,1
39,62,37,0.72,0.28,0,1,3,55,0,4
19,22,14,0.22,0.78,0,2,2,36,0,2
51,55,32,0.86,0.14,0,1,3,26,0,1
33,112,9,0.75,0.25,0,0,2,47,0,1
41,57,36,0.77,0.23,0,1,1,52,0,3
21,31,15,0.24,0.76,0,3,2,27,0,3
49,73,48,0.7,0.3,0,0,1,50,0,1
32,100,15,0.72,0.28,1,0,1,55,0,1
32,111,10,0.15,0.85,0,1,2,34,0,3
22,28,10,0.22,0.78,1,3,2,33,0,4
33,66,28,0.72,0.28,0,0,1,43,0,3
29,112,13,0.17,0.83,0,0,2,37,1,4
44,65,21,0.76,0.24,0,0,2,56,0,1
54,80,23,0.8,0.2,0,0,2,57,1,1
23,26,12,0.22,0.78,0,2,3,39,0,1
35,95,9,0.17,0.83,0,0,2,52,0,1
54,71,28,0.8,0.2,0,1,2,56,0,1
76,47,39,0.72,0.28,0,2,1,44,0,3
59,47,26,0.95,0.05,0,1,2,34,0,3
54,59,28,0.94,0.06,0,1,1,39,1,3
65,49,55,0.89,0.11,0,1,2,33,0,3
38,75,25,0.76,0.24,0,1,1,42,0,1
47,48,33,0.77,0.23,0,2,2,46,0,1
60,66,29,0.87,0.13,1,3,2,34,1,3
47,70,22,0.73,0.27,0,1,1,54,0,2
51,74,20,0.75,0.25,0,0,3,47,0,3
26,97,15,0.72,0.28,0,0,2,56,0,1
25,25,9,0.21,0.79,1,2,2,28,1,1
44,48,48,0.89,0.11,0,2,1,25,1,3
28,105,11,0.14,0.86,0,0,2,50,0,4
31,108,15,0.71,0.29,0,1,3,57,1,1
49,73,43,0.12,0.88,1,2,2,53,0,3
22,35,12,0.29,0.71,0,3,1,31,1,1
47,51,43,0.95,0.05,0,1,3,34,0,3
49,69,28,0.77,0.23,0,1,1,51,0,1
22,33,12,0.26,0.74,0,3,2,56,0,1
33,98,14,0.72,0.28,0,0,1,24,1,3
36,78,30,0.78,0.22,0,1,1,58,1,3
51,76,40,0.77,0.23,0,1,2,43,0,1
20,25,13,0.29,0.71,0,2,2,36,0,3
29,111,14,0.79,0.21,0,0,2,47,0,3
46,73,26,0.19,0.81,1,3,2,36,0,1
47,45,35,0.77,0.23,0,2,1,51,1,1
40,80,21,0.78,0.22,0,1,1,33,0,3
55,47,43,0.73,0.27,0,1,3,43,0,1
52,67,42,0.75,0.25,0,1,2,53,0,3
52,70,44,0.76,0.24,0,1,1,46,0,3
39,62,44,0.89,0.11,0,2,3,28,1,3
43,71,24,0.76,0.24,0,1,2,37,0,1
36,78,30,0.78,0.22,0,1,1,58,1,3
45,56,33,0.79,0.21,0,1,2,49,0,3
45,64,40,0.92,0.08,1,3,3,37,0,3
49,58,32,0.9,0.1,0,1,2,25,1,1
25,30,9,0.27,0.73,1,3,1,47,0,3
49,55,34,0.18,0.82,0,2,2,48,0,3
39,51,35,0.73,0.27,0,1,1,42,0,2
